Name,Description,Length,part_rating,scores,release_status,twins,sample_status,part_results,use,group,author,date,distribution,filename
BBa_K300978,Phi80 locus reverse primer, ,,UNIPV-Pavia iGEM 2010:5,Not Released,,Not in stock,Works,Not Used,iGEM10_UNIPV-Pavia,"Manuel Lupotto, Matteo Meroso, Paolo Magni",2010-10-20,,pgroup=Primer&show=1.html.csv
BBa_K360114,Primer to change RBS of P. pyralis luciferase, ,,,Not Released,,Not in stock,None,Not Used,iGEM10_UNAM-Genomics_Mexico,Mariana Ruiz Velasco Leyva,2010-10-15,,pgroup=Primer&show=1.html.csv
BBa_K391002,Forward Primer to PCR agrCA (with RBS)  from S. aureus, ,,,Not Released,,It's complicated,,Not Used,iGEM10_British_Columbia,Phillip Chu,2010-10-25,,pgroup=Primer&show=1.html.csv
BBa_K391003,Reverse Primer to PCR agrCA (with RBS)  from S. aureus, ,,,Not Released,,It's complicated,,Not Used,iGEM10_British_Columbia,Phillip Chu,2010-10-25,,pgroup=Primer&show=1.html.csv
BBa_K391004,Forward primer to PCR S. aureus plasmid replicon, ,,,Not Released,,It's complicated,,Not Used,iGEM10_British_Columbia,Phillip Chu,2010-10-25,,pgroup=Primer&show=1.html.csv
BBa_K391005,Reverse primer to PCR S. aureus plasmid replicon, ,,,Not Released,,Not in stock,,Not Used,iGEM10_British_Columbia,Phillip Chu,2010-10-25,,pgroup=Primer&show=1.html.csv
BBa_K496000,Forward primer  for visualizing restriction enzyme digestion., ,,,Not Released,,Not in stock,None,Not Used,iGEM10_HokkaidoU_Japan,Laurynas VANAGAS,2010-08-25,,pgroup=Primer&show=1.html.csv
BBa_K496002,Reverse primer for visualizing restriction enzyme digestion., ,,,Not Released,,Not in stock,None,Not Used,iGEM10_HokkaidoU_Japan,Laurynas VANAGAS,2010-08-25,,pgroup=Primer&show=1.html.csv
BBa_K497010,Agrobacterium tumefaciens bacteriophytochrome fwd primer, ,,,Not Released,,Not in stock,,Not Used,iGEM10_Macquarie_Australia,Joanna Hare,2010-10-27,,pgroup=Primer&show=1.html.csv
BBa_K497011,Agrobacterium tumefaciens bacteriophytochrome fwd primer with RBS insertion, ,,,Not Released,,Not in stock,,Not Used,iGEM10_Macquarie_Australia,Joanna Hare,2010-10-27,,pgroup=Primer&show=1.html.csv
BBa_K497012,Agrobacterium tumefaciens bacteriophytochrome rvs primer, ,,,Not Released,,Not in stock,,Not Used,iGEM10_Macquarie_Australia,Joanna Hare,2010-10-27,,pgroup=Primer&show=1.html.csv
BBa_K497013,Deinococcus radiodurans bacteriophytochrome fwd primer, ,,,Not Released,,Not in stock,,Not Used,iGEM10_Macquarie_Australia,Joanna Hare,2010-10-27,,pgroup=Primer&show=1.html.csv
BBa_K497014,Deinococcus radiodurans bacteriophytochrome fwd primer with RBS, ,,,Not Released,,Not in stock,,Not Used,iGEM10_Macquarie_Australia,Joanna Hare,2010-10-27,,pgroup=Primer&show=1.html.csv
BBa_K497015,Deinococcus radiodurans bacteriophytochrome rvs primer, ,,,Not Released,,Not in stock,,Not Used,iGEM10_Macquarie_Australia,Joanna Hare,2010-10-27,,pgroup=Primer&show=1.html.csv
BBa_K497016,Agrobacterium tumefaciens fwd primer for bacteriophytochrome for insertion after heme oxygenase, ,,,Not Released,,Not in stock,,Not Used,iGEM10_Macquarie_Australia,Joanna Hare,2010-10-27,,pgroup=Primer&show=1.html.csv
BBa_K497017,Reverse primer for Agrobacterium tumefaciens bacteriophytochrome gene for insertion after heme oxyge, ,,,Not Released,,Not in stock,,Not Used,iGEM10_Macquarie_Australia,Joanna Hare,2010-10-27,,pgroup=Primer&show=1.html.csv
BBa_K497018,Forward primer Deinococcus radiodurans bacteriophytochrome gene for insertion after heme oxygenase, ,,,Not Released,,Not in stock,,Not Used,iGEM10_Macquarie_Australia,Joanna Hare,2010-10-27,,pgroup=Primer&show=1.html.csv
BBa_K497019,Reverse primer Deinococcus radiodurans bacteriophytochrome gene for insertion after heme oxygenase, ,,,Not Released,,Not in stock,,Not Used,iGEM10_Macquarie_Australia,Joanna Hare,2010-10-27,,pgroup=Primer&show=1.html.csv
BBa_K590083,"pGA Prefix, forward primer", ,,,Not Released,,Not in stock,Works,Not Used,iGEM11_Washington,Michael Brasino,2011-09-22,,pgroup=Primer&show=1.html.csv
BBa_K590084,"pGA Prefix, reverse primer", ,,,Not Released,,Not in stock,Works,Not Used,iGEM11_Washington,Michael Brasino,2011-09-22,,pgroup=Primer&show=1.html.csv
BBa_K590085,"pGA Suffix, reverse primer", ,,,Not Released,,Not in stock,Works,Not Used,iGEM11_Washington,Michael Brasino,2011-09-22,,pgroup=Primer&show=1.html.csv
BBa_K590086,"pGA Suffix, forward primer", ,,,Not Released,,Not in stock,Works,Not Used,iGEM11_Washington,Michael Brasino,2011-09-22,,pgroup=Primer&show=1.html.csv
BBa_K624034,revised minC primer (forward), ,,,Not Released,,Not in stock,Works,Not Used,iGEM11_NYMU-Taiwan,Yi-Hong Liou,2011-10-05,,pgroup=Primer&show=1.html.csv
BBa_K624035,revised minC primer (reverse), ,,,Not Released,,Not in stock,Works,Not Used,iGEM11_NYMU-Taiwan,Yi-Hong Liou,2011-10-05,,pgroup=Primer&show=1.html.csv
BBa_K624063,nested_Inv F (inter-strain nested primer), ,,,Not Released,,No part sequence,Works,No Sequence,iGEM11_NYMU-Taiwan,Shang-Jui Tsai,2011-10-05,,pgroup=Primer&show=1.html.csv
BBa_K624064,nested_Inv R (inter-strain nested primer), ,,,Not Released,,No part sequence,Works,No Sequence,iGEM11_NYMU-Taiwan,Shang-Jui Tsai,2011-10-05,,pgroup=Primer&show=1.html.csv
BBa_K624065,nested_LLO F (inter-strain nested primer), ,,,Not Released,,No part sequence,Works,No Sequence,iGEM11_NYMU-Taiwan,Shang-Jui Tsai,2011-10-05,,pgroup=Primer&show=1.html.csv
BBa_K624066,nested_LLO R (inter-strain nested primer), ,,,Not Released,,No part sequence,Works,No Sequence,iGEM11_NYMU-Taiwan,Shang-Jui Tsai,2011-10-05,,pgroup=Primer&show=1.html.csv
BBa_K864445,Spot42 randomized forward primer, ,,,Not Released,,Not in stock,Works,Not Used,iGEM12_Uppsala,"Arvid Hedén Gynnå, Sabri Jamal, Lisa Branzell, Hampus Elofsson",2012-09-29,,pgroup=Primer&show=1.html.csv
BBa_K864446,Spot42 randomized reverse primer, ,,,Not Released,,Not in stock,Works,Not Used,iGEM12_Uppsala,"Arvid Hedén Gynnå, Sabri Jamal, Lisa Branzell, Hampus Elofsson",2012-09-29,,pgroup=Primer&show=1.html.csv
BBa_K923001,Forward Primer for Thermobifida fusca cutinase, ,,,Not Released,,Not in stock,,Not Used,iGEM12_BAU_Indonesia,Achmad Farajallah,2012-09-26,,pgroup=Primer&show=1.html.csv
BBa_K923002,Reverse Primer for Thermobifida fusca cutinase, ,,,Not Released,,Not in stock,,Not Used,iGEM12_BAU_Indonesia,Achmad Farajallah,2012-09-26,,pgroup=Primer&show=1.html.csv
BBa_M36988,Secreting Antifreeze Protein Correcting Reverse Primer, ,,,Not Released,,Not in stock,,Not Used,Stanford BIOE44 - S11,Nathan Barnett,2011-06-08,,pgroup=Primer&show=1.html.csv
BBa_M36989,Secreting Antifreeze Protein Correcting Forward Primer, ,,,,,,,,,,,,
